뉴스  url,제목,내용,날짜
http://news.kbs.co.kr/news/view.do?ncd=7909978,[잇슈 SNS] 110년 된 전 영국 정치인 초상화에 스프레이·칼질…왜?,전 세계 소셜미디어와 변화무쌍한 인터넷 세상에서 어떤 이슈와 영상들이 주목을 받았을까요? ...,2024.03.11 (07:03)
http://news.kbs.co.kr/news/view.do?ncd=7909976,워킹맘에게 월요병은 두 배로 찾아온다 [창+],"[시사기획 창 '어머니의 된장국_가사노동 해방일지' 중에서]""하필 오늘 나는 회사 일로 새...",2024.03.11 (07:00)
http://news.kbs.co.kr/news/view.do?ncd=7909975,오늘부터 공보의·군의관 파견…교수·전문의 “합리적 방안 논의하자”, [앵커] 의료 공백을 일부나마 메우기 위해 오늘부터 주요 병원에 군의관과 공중보건의가 파...,2024.03.11 (06:59)
http://news.kbs.co.kr/news/view.do?ncd=7909974,[뉴스광장 2부 헤드라인],오늘부터 군의관 등 파견…시국선언·총회정부가 의료공백 사태를 겪고 있는 주요 병원에 오늘부...,2024.03.11 (06:58)
http://news.kbs.co.kr/news/view.do?ncd=7909972,"바이든, 국정연설 직후 하루 만에 후원금 1천만 달러 거둬",조 바이든 미국 대통령이 국정 연설 이후 만 하루 동안 1천만달러(약 132억원)의 후원금...,2024.03.11 (06:42)
http://news.kbs.co.kr/news/view.do?ncd=7909971,“당숙이 사돈되는 사회 용납 못 해”…성균관 유림이 거리로 나온 까닭은, [앵커] 2년 전 헌법재판소가 일률적 근친혼 금지는  위헌이라고 판단하면서  올해 12월...,2024.03.11 (06:39)
http://news.kbs.co.kr/news/view.do?ncd=7909970,폭파 뒤 3년 만에 철거된 남북공동연락사무소…‘설비 반출’ 동향도, [앵커] KBS는 북한 주요 지역의 변화를  위성 사진 분석을 통해 보도하고 있는데요. ...,2024.03.11 (06:36)
http://news.kbs.co.kr/news/view.do?ncd=7909969,태국은 망고가 1/4 가격…수입 과일 아직 비싼 이유는?, [앵커] 요즘 과일값이  워낙 비싸다 보니 수입 과일로 눈을 돌리는 소비자분들 많으신데요...,2024.03.11 (06:34)
http://news.kbs.co.kr/news/view.do?ncd=7909968,대통령궁 난입 이어 방위대원 억류까지…‘43명 실종’ 시위 격화, [앵커] 멕시코에서는 10년 전에 발생한 대학생 실종 사건 관련 수사 상황에 항의하는 시...,2024.03.11 (06:33)
http://news.kbs.co.kr/news/view.do?ncd=7909966,"목소리 높이는 바이든…“트럼프는 위험, 대법원은 잘못된 결정”",국정연설을 통해 사실상 11월 대선 선거운동을 시작한 조 바이든 미국 대통령이 대선 경쟁자...,2024.03.11 (06:30)
http://news.kbs.co.kr/news/view.do?ncd=7909965,[뉴스광장 헤드라인],오늘부터 군의관 등 파견…시국선언·총회정부가 의료공백 사태를 겪고 있는 주요 병원에 오늘부...,2024.03.11 (06:29)
http://news.kbs.co.kr/news/view.do?ncd=7909963,남쪽에 먼저 피어난 봄…봄꽃 축제 한창, [앵커] 주말인 어제 꽃샘추위가 풀리면서 전국적으로 화창한 봄 날씨를 보였죠. 경남과 전...,2024.03.11 (06:26)
http://news.kbs.co.kr/news/view.do?ncd=7909962,‘증세 가벼워 더 위험한’…입원 환자의 덫 ‘섬망’, [앵커] 보이는 증세는 치매와 비슷하지만 치매는 아닙니다. 치매보다 증상이 가볍지만 그래...,2024.03.11 (06:22)
http://news.kbs.co.kr/news/view.do?ncd=7909961,"경찰, 전공의 ‘분산 수사’ 준비…수천 명 고발 가능성 대비", [앵커] 경찰이 집단 사직 전공의들이 무더기 고발될  가능성에 대비해 분산 수사 지침을 ...,2024.03.11 (06:21)
http://news.kbs.co.kr/news/view.do?ncd=7909960,"금감원, ‘홍콩 ELS’ 배상 기준 오늘 발표","대규모 원금 손실이 발생한 홍콩 H지수 주가연계증권, '홍콩 ELS' 사태와 관련해 금융감...",2024.03.11 (06:20)
http://news.kbs.co.kr/news/view.do?ncd=7909959,외국인 계절근로자 ‘올해 역대 최다’…“제도 개선도 시급”,[앵커] 저출산과 고령화로 농촌에서는 인력 구하기가 '하늘의 별 따기'란 말까지 나오는데요...,2024.03.11 (06:18)
http://news.kbs.co.kr/news/view.do?ncd=7909958,"이종호 장관 “딥페이크, 워터마크 의무화 해야”"," [앵커] 인공지능이 만드는 가짜 영상, 이른바 딥페이크에 대한 우려가 커지는 가운데  이...",2024.03.11 (06:16)
http://news.kbs.co.kr/news/view.do?ncd=7909957,"이종섭, 어제 호주로 출국…민주당 공항 찾아가 항의", [앵커] 해병대 채 상병 순직 사건 처리 과정에서 외압 행사 의혹을 받고 있는 이종섭 주...,2024.03.11 (06:15)
http://news.kbs.co.kr/news/view.do?ncd=7909956,고 손명순 여사 오늘 영결식…김 전 대통령 묘역 합장,김영삼 전 대통령의 부인 고 손명순 여사의 영결식이 오늘 열립니다.오늘 오전 7시 서울대병...,2024.03.11 (06:14)
http://news.kbs.co.kr/news/view.do?ncd=7909955,"[총선] 민주당, 현역 4명 경선 탈락…이낙연 광산을 출마"," [앵커] 야권에선 더불어민주당 지역구 후보 막바지 경선 발표가 이어졌고, 비례대표 공천도...",2024.03.11 (06:13)
http://news.kbs.co.kr/news/view.do?ncd=7909954,"[총선] 여, 인요한 등 530명 비례 공천 신청…“‘기호 4번’ 목표”","[앵커] 국민의힘의 공천이  사실상 마무리된 가운데,  위성정당인 국민의미래는 본격적인 비...",2024.03.11 (06:11)
http://news.kbs.co.kr/news/view.do?ncd=7909953,‘갱단 폭력’ 대혼란 아이티에 엘살바도르 대통령 지원 시사,갱단 폭력으로 몸살을 앓는 카리브해 섬나라 아이티에 엘살바도르 대통령이 치안 강화를 위한 ...,2024.03.11 (06:10)
http://news.kbs.co.kr/news/view.do?ncd=7909952,[총선] 여야 대표 ‘총선 한 달’ 메시지…“민주당 폭주 저지” vs “무능정권 심판”,[앵커] 4.10 총선을 한 달 앞두고 여야 당 대표들이  총선에 임하는 각오를 내놨습니다...,2024.03.11 (06:09)
http://news.kbs.co.kr/news/view.do?ncd=7909951,가자 구호품 해상 운송 임박…전쟁 속 라마단 시작 ,[앵커] 가자 지구에 전달될  구호품을 실은 선박의 출항이  임박한 것으로 알려졌습니다. ...,2024.03.11 (06:08)
http://news.kbs.co.kr/news/view.do?ncd=7909950,충전 중 전기차에서 불…여수 낚싯배 좌초 전원 구조, [앵커] 주차장에서 충전 중이던 전기차에서 불이 났습니다. 여수 바다에서는 낚싯배가 좌초...,2024.03.11 (06:08)
http://news.kbs.co.kr/news/view.do?ncd=7909948,오늘부터 공보의·군의관 파견…교수·전문의 “합리적 방안 논의하자”,[앵커] 의료 공백을 일부나마 메우기 위해 오늘부터 주요 병원에 군의관과 공중보건의가 파견...,2024.03.11 (06:02)
http://news.kbs.co.kr/news/view.do?ncd=7909947,[뉴스광장 헤드라인],오늘부터 군의관 등 파견…시국선언·총회정부가 의료공백 사태를 겪고 있는 주요 병원에 오늘부...,2024.03.11 (06:01)
http://news.kbs.co.kr/news/view.do?ncd=7909945,통영 어선 전복 사흘째 수색…오전 선체 정밀 수색 예정,경남 통영 욕지도 바다에서 일어난 어선 전복 사고로 4명이 숨진 가운데 나머지 실종자 수색...,2024.03.11 (05:50)
http://news.kbs.co.kr/news/view.do?ncd=7909944,전남 여수 해상에서 낚시어선 좌초…18명 전원 구조,어젯밤 7시 40분 쯤 전남 여수시 삼산면 소거문도 인근 해상에서 9.7톤 급 낚시 어선이...,2024.03.11 (05:23)
http://news.kbs.co.kr/news/view.do?ncd=7909943,오후에 남부지방부터 비…밤사이 전국 비·눈 확대,"오늘은 전국이 점차 흐려져 오후에 호남지방과 경남 서부, 제주도에 비가 내리기 시작하겠습니...",2024.03.11 (05:00)
http://news.kbs.co.kr/news/view.do?ncd=7909942,미국 의회조사국 “러시아 군수 물자 여전히 부족”,우크라이나 침공 이후 러시아의 근본적인 군수 물자 부족이 여전하다는 미국 의회의 분석이 나...,2024.03.11 (04:51)
http://news.kbs.co.kr/news/view.do?ncd=7909941,“해 끼친다” 바이든 비판에 네타냐후 “무슨 소리 하는지”,조 바이든 미국 대통령이 이스라엘 베냐민 네타냐후 총리에 대해 “이스라엘을 해치고 있다”고...,2024.03.11 (02:56)
http://news.kbs.co.kr/news/view.do?ncd=7909940,멕시코 ‘10년전 43명 실종’ 항의 격화…방위대원들 한때 억류,멕시코에서 ‘2014년 교대생 43명 실종 사건’에 대한 엄정 수사를 요구하는 시위대가 최...,2024.03.11 (02:45)
http://news.kbs.co.kr/news/view.do?ncd=7909939,경기 구리 아파트에서 불…주민 30여 명 대피,어젯밤(10일) 11시쯤 경기 구리시 교문동에 있는 아파트에서 화재가 발생했습니다. 이 불...,2024.03.11 (01:56)
http://news.kbs.co.kr/news/view.do?ncd=7909938,"이재명, 오늘 충남 홍성·천안 방문…‘채 상병 수사 외압’ 의혹 부각",더불어민주당 이재명 대표는 오늘(11일) 충남 홍성군과 천안시를 차례로 방문해 충청권 표심...,2024.03.11 (01:00)
http://news.kbs.co.kr/news/view.do?ncd=7909937,"한동훈, 오늘 경기 고양서 시민 간담회…‘경기-서울 리노베이션TF 회의’ 참석",한동훈 국민의힘 비상대책위원장이 오늘(11일) ‘험지’ 경기 고양에 방문해 표심 잡기에 나...,2024.03.11 (01:00)
http://news.kbs.co.kr/news/view.do?ncd=7909935,가자지구 포성 속 라마단 시작…성지 ‘알아크사 사원’ 긴장 고조,이슬람의 금식성월 라마단이 11일 이슬람권 대부분에서 시작됐습니다. 이슬람 종주국 사우디아...,2024.03.11 (00:36)
http://news.kbs.co.kr/news/view.do?ncd=7909934,오후에 남부지방부터 비…밤사이 전국 비·눈 확대,"월요일인 오늘은 전국이 점차 흐려져 오후에 호남지방과 경남 서부, 제주도에 비가 내리기 시...",2024.03.11 (00:13)
http://news.kbs.co.kr/news/view.do?ncd=7909933,"금감원, ‘홍콩 ELS’ 배상 기준 오늘 발표…사례별 차등 적용할듯","대규모 원금 손실이 발생한 홍콩 H지수 주가연계증권, ‘홍콩 ELS’ 사태와 관련해 금융감...",2024.03.11 (00:13)
http://news.kbs.co.kr/news/view.do?ncd=7909932,오늘 서울의대 교수들 긴급 총회…의대 증원 대책 논의,서울대 의과대학 교수들이 오늘 긴급 총회를 열고 의대 증원 정책 대응 방안 등을 논의합니다...,2024.03.11 (00:00)
http://news.kbs.co.kr/news/view.do?ncd=7909931,“오늘부터 군의관 20명·공중보건의 138명 파견”,정부가 의사단체 집단행동에 대응하기 위해 군의관과 공중보건의 150여 명을 오늘(11일)부...,2024.03.11 (00:00)
